tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
594349,TMobileHelp,False,Sun Dec 03 18:12:45 +0000 2017,@260801 What's going on Kennedy?? Send us a DM! We want to make sure you're totally up to date on the games! *KittyG,,594350.0
2285650,AppleSupport,False,Sat Nov 11 16:33:56 +0000 2017,@664177 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,2285651.0
231320,AmazonHelp,False,Thu Oct 05 10:24:52 +0000 2017,@171091 from Amazon.in with details to renew your Prime membership. 2/2^SB,,231321.0
1308747,comcastcares,False,Fri Oct 27 04:21:00 +0000 2017,"@425847 Hello Rachel, I can assist with fixing account issues. Please send us a DM with your account number. -YE",,1308748.0
2720988,763460,True,Mon Nov 20 09:25:40 +0000 2017,@GreggsOfficial Do you think I’d be able to ring and buy one? Just as I can’t keep waiting outside 😞,2720987,2720989.0
2976843,hulu_support,False,Thu Nov 30 03:13:19 +0000 2017,@820992 Hello there! We're always working to add more of what you love to our lineup. We'll forward along your content request to our team. 💚,,2976844.0
581048,VirginTrains,False,Sun Dec 03 12:08:06 +0000 2017,"@256913 That's fine, Marie, services are running again from 12:33 ^HP",,581049.0
2481824,Uber_Support,False,Sun Oct 29 22:49:01 +0000 2017,"@709108 Sorry for the trouble! Send us a note here, https://t.co/fS660rQ8NQ and our team will be in touch.",,2481825.0
1547148,Delta,False,Fri Oct 20 00:14:25 +0000 2017,@479052 We are sorry for your delay. We hope to have you on your way as soon as possible. We appreciate your patience.  *ATJ,1547147,1547149.0
2314747,Safaricom_Care,False,Fri Oct 20 04:44:52 +0000 2017,@671180 You are always welcome. It�s our pleasure to serve you. Have a great day. ^PI,2314748,2314745.0
158769,AmazonHelp,False,Fri Nov 24 17:56:01 +0000 2017,"@152499 Oh no! I'm sorry for the missing item. We would like to look into this in real time. Please reach out to us, via phone or chat, here: https://t.co/hApLpMlfHN. ^AL",,158770.0
1028588,363374,True,Mon Oct 23 03:28:44 +0000 2017,A little bit of luck &amp; a little bit of skill will get you everywhere in life - even @SouthwestAir 1st class. https://t.co/kNEFlTD2OV,1028587,
2958036,AmericanAir,False,Wed Nov 29 19:58:40 +0000 2017,@816451 We know your travel plans are important and we don't anticipate any cancellations.,,2958037.0
1477431,463036,True,Tue Oct 17 22:33:25 +0000 2017,@AmazonHelp It's been more than 24 hours still no solution,1477432,1477430.0
255815,AppleSupport,False,Thu Oct 05 20:06:27 +0000 2017,@176846 Thank you for your reply. Please send us a DM. We'd like to take a closer look at this. https://t.co/GDrqU22YpT,,255813.0
438157,219097,True,Sat Nov 25 06:11:17 +0000 2017,"Hey @115873 @Uber_Support never been able to do a 3D Secure Authentication on your app. A layer on top of the ""Submit"" and ""Cancel"" buttons with message blocking the element #UI #Fail https://t.co/Mvf3nj7Anf","438156,438158,438159,438160",
1094596,352183,True,Mon Oct 23 21:15:23 +0000 2017,@GWRHelp Frome to anywhere please,1094597,1094595.0
2541358,TMobileHelp,False,Thu Nov 16 11:27:22 +0000 2017,@673323 @115913 Thank you so much! I just sent a reply and will meet you back there. *CassyFitzgerald,,2541359.0
2107558,BofA_Help,False,Thu Nov 09 01:08:05 +0000 2017,@525362 I'm following up to see if there is anything I can do to help. Please DM the requested info if you still need help. ^ag,2107674,2107557.0
2330898,674792,True,Sun Nov 12 15:19:45 +0000 2017,@LondonMidland I will thank you,2330897,2330899.0
2257645,JetBlue,False,Sat Nov 11 01:06:03 +0000 2017,@657482 Glad we were able to help out. We know things happen. We're just glad we still get to see you tomorrow!,2257646,2257647.0
2774648,GWRHelp,False,Tue Nov 21 17:47:02 +0000 2017,"@775442 Thanks. I can see you are discussing this with our Customer Support team. They'll address your comments accordingly. You mentioned in the email you'd like a number - you can discuss your case with an advisor on 03457 000 125 (option 4, 3).",,2774646.0
1654376,AirAsiaSupport,False,Tue Oct 17 17:28:18 +0000 2017,"@121017 
You are most welcome, Do let us know If any Further assistance is Needed. Thank you and have a Great day- Thanks-Mich",,1654374.0
677788,276743,True,Thu Nov 23 06:42:12 +0000 2017,My American wife is going home to see family in a week and @AmericanAir and @120279 charging her 1800 to fix their mistake - name change - then arguing with each other over it https://t.co/vuJfwxFgVZ,677786,
1592785,TwitterSupport,False,Tue Oct 24 00:22:39 +0000 2017,"@489554 Hi, thanks for getting in touch. Please send us a message and we'll get started working through this. https://t.co/eXwzpNPj8C",,1592786.0
1688621,AmazonHelp,False,Mon Nov 06 20:07:01 +0000 2017,@481384 Comprendo. ¿Cuál era la fecha de entrega indicada en el correo electrónico de confirmación del pedido? ^CR,1688622,1688623.0
2502982,713895,True,Wed Nov 15 19:24:38 +0000 2017,"@115765 @152609 1. Fix spawn-in issues in SnD. 

2. Nerf the ARs more. I️ swear to god you can’t have fun in this game unless you’re using the BAR, STG or maaaaaaybe the FG 42",2503042,2502972.0
2583976,330363,True,Thu Nov 16 23:27:45 +0000 2017,@SouthwestAir Your website keeps telling me my log in information is wrong so I can’t check-in,2583975,
478828,228769,True,Mon Nov 27 18:50:01 +0000 2017,"@115765 so I got error code 5 now turn it back on to this , wtf is going on https://t.co/RUqnQdid9w",478827,
2579647,TMobileHelp,False,Thu Nov 16 22:07:59 +0000 2017,"@731208 Let's take a closer look to see what's happening with the connection in your area, Jaz. Send us a DM! *RickK",,2579648.0
797337,MOO,False,Thu Oct 12 13:23:51 +0000 2017,"@310105 Sure, we can! Just copy the umlaut from a writing software and paste it onto the cards.",797338,797339.0
254144,TMobileHelp,False,Thu Oct 05 18:10:55 +0000 2017,@127273 @115913 We want to check this out with you. Please DM us the address there: https://t.co/cuEwtd2epS *DanKing,,254145.0
1027596,AppleSupport,False,Mon Oct 23 00:47:52 +0000 2017,@363165 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,,1027597.0
1039327,365893,True,Thu Oct 26 11:34:37 +0000 2017,@45466 @GreggsOfficial I would retweet this but there is no option to do it   @GreggsOfficial common courtesy doesn't cost.  Shame on you!!,1039325,1039328.0
2880342,260228,True,Tue Nov 28 07:41:39 +0000 2017,Lived in London for 7 years. Experienced hundreds of train delays. Shocking service. Moved to Wokingham and delayed. Tony @SW_Help at Wokingham is a breath of fresh air. I’ll take a delay here any day #thewayweshouldallbe #kindnesscostsnothing https://t.co/YZ8YZS6n6p,2880341,
1259929,AmazonHelp,False,Thu Oct 26 09:57:00 +0000 2017,@415193 とんでもないことです。お手数ですがどうぞよろしくお願いいたします。なお、出品者にご連絡いただいても2営業日(土日、祝日を除く)以上回答がない、問題が解決しない場合は、お知らせください。ET,,1259927.0
245893,171909,True,Fri Oct 06 04:15:00 +0000 2017,"@AmazonHelp Tell me why I need to send additional proofs of return charges when I already provided courier recipient , in which authentic stam also have",245894,245892.0
2496290,421004,True,Mon Oct 30 01:51:05 +0000 2017,@AirAsiaSupport thank you for the help! :D,2496291,2496289.0
1521069,378376,True,Fri Nov 03 16:56:55 +0000 2017,"@AskLyft is lyft in Providence, RI?",1521068,
1743755,marksandspencer,False,Wed Nov 08 20:44:46 +0000 2017,"@121253 Ahhhh that's great to read, Emma! Hope you can continue to enjoy our Vegan selections moving forward! Thanks",,1743756.0
1420674,450277,True,Thu Nov 02 00:19:18 +0000 2017,"幸せなamazonポチ生活
https://t.co/Z7AOV6joan",1420673,
1638441,Ask_Spectrum,False,Sun Nov 05 18:47:35 +0000 2017,@209623 We can take a closer look into any connection issues you're having. Can I please have the acct/ph # by DM? ^TL,,1638442.0
2402896,AskCiti,False,Tue Nov 14 14:00:14 +0000 2017,@123796 Great question! I appreciate your tweet. The Citi Diamond Preferred card does offer virtual account numbers. I hope this is helpful. Please let us know if you have any additional questions. ^JT,2402897,2402898.0
452095,SpotifyCares,False,Thu Nov 30 22:14:41 +0000 2017,@222233 Hi Tayler! Can you DM us his email address? We'll see what we can do /NH https://t.co/ldFdZRiNAt,,452096.0
1347102,434141,True,Fri Oct 27 17:01:23 +0000 2017,My attempt to lead the anti-Comcast revolution on Cape Cod is in a delay as @115722 is 5 hours late for install.  #notsofast,1347101,
2858926,Uber_Support,False,Mon Nov 27 22:04:24 +0000 2017,"@794497 We definitely want to take a closer look. However, due to our policy terms and conditions, we will need to discuss this with the account holder. Please have them contact us via https://t.co/TmWmJyGFaK",,2858927.0
2008588,Delta,False,Sat Nov 04 17:27:02 +0000 2017,"@305881 John, we love it when you chill with us. 😎 We appreciate your continued loyalty to us. Sit back, relax and enjoy the club!  ^HCH",2008589,2008590.0
1574398,485213,True,Sat Nov 04 17:34:00 +0000 2017,@AppleSupport Everybody having the same problem,1574401,1574397.0
2198022,213730,True,Fri Nov 10 00:06:52 +0000 2017,@292020 @642936 @115911 @115913 I don't know his email?,2198021,2198008.0
1197289,SouthwestAir,False,Wed Oct 25 03:00:32 +0000 2017,"@401318 It's a pleasure having you in the skies with us tonight, Lee! Enjoy the ride. ^MR",1197288,1197290.0
1899805,313262,True,Mon Oct 23 21:02:04 +0000 2017,"@566183 @566177 @566182 @566181 @566178 @566172 @566179 @566171 @313261 @566176 @Tesco I was surprised you were questioning me, but I thought you had a purpose I had not picked up on.Never mind.Thank you.",1899806,1899804.0
1613533,494991,True,Wed Nov 22 03:40:37 +0000 2017,"@VerizonSupport Tried that about 15 times. Talked to Marco your tech support guy in Mexico. Super nice, but can’t get someone to fix it until Sat! Not cool!",1613532,1613534.0
1302719,161009,True,Thu Oct 26 23:26:47 +0000 2017,@TwitterSupport https://t.co/fs3TMxiN8l,1302718,
2091370,124969,True,Tue Nov 07 13:06:13 +0000 2017,@TwitterSupport #SuspendTrump  #SuspendNazis,,2091365.0
2231967,559429,True,Thu Oct 19 16:30:43 +0000 2017,@idea_cares Every time this problem,,1873753.0
2297116,201771,True,Sun Nov 26 00:51:10 +0000 2017,"@ChaseSupport Again, the software somehow successfully read the routing number. How is that not clear enough? The photos were exquisite. I could DM u pics",2297115,2297117.0
1490221,466094,True,Fri Nov 03 09:13:01 +0000 2017,"@115821 I have placed an order on 8th Oct 2017 , but still now I didn't get it delivered it's almost 1 month, how shameful does it really. https://t.co/01IrUXaPB6","1490220,1490222",
2372099,Safaricom_Care,False,Sun Oct 29 07:20:06 +0000 2017,@202810 Which error message are you getting? ^MT,2372100,2372101.0
1384153,442116,True,Sat Nov 25 23:28:55 +0000 2017,"@AmazonHelp El mismo, me proyecté 🙃",1384154,1384152.0
275840,181894,True,Fri Oct 06 07:11:28 +0000 2017,@AmazonHelp 2 orders. The old one is apparently shipping today but my order 203-8318089-6770742 is now in same predicament. ?,275842,275839.0
2333060,idea_cares,False,Tue Nov 14 10:43:02 +0000 2017,"@647393 Your issue has been initiated by us under ref. no. 1-152999765123 and expected completion date is 17/11/2017. Regards,Sneha.",,2333058.0
2133428,627725,True,Wed Nov 08 20:15:17 +0000 2017,"ℹ️ am so hungover 

@115858 got me fucked up. Fix the ℹ️ so ℹ️ don’t look like I️m starting a novel every time I use the ℹ️",2133427,
2085532,616680,True,Mon Nov 06 18:40:20 +0000 2017,"@IHGService Your chat is not working either.  Error msg:
This page isn’t working
10.205.1.23 is currently unable to handle this request.",,2085527.0
273433,AmazonHelp,False,Fri Oct 06 04:36:25 +0000 2017,@181309 Que alegría que lo hayas podido disfrutar 😊  Y esperamos que siga siendo así ☺️ ^AV,,273434.0
1464955,Tesco,False,Mon Oct 16 20:03:56 +0000 2017,@460031 We do sell fresh products up to midnight on the day they go out of code. It's down to the store when they reduce the stock. TY- Mike. 2/2,1528181,1464954.0
2609741,738108,True,Thu Nov 16 13:23:14 +0000 2017,Usability flaw - users with download link tend to download web preview instead of original image. Download button should be more prominent? @DropboxSupport #dropbox,2609740,
168582,TMobileHelp,False,Fri Nov 24 20:50:49 +0000 2017,"@155248 What's going on, Lawrence? We're here for you and absolutely understand that your time is valuable. DM us here so we can help out. *BlakeT",,168583.0
1786756,141614,True,Fri Sep 22 13:39:40 +0000 2017,@GWRHelp Good to see my season ticket money is being used for investment into trains and improving the rubbish service you provide! #Bandits,1786754,1786761.0
1244639,169511,True,Thu Oct 26 02:08:17 +0000 2017,@SouthwestAir Likely just caught the flight attendant at the end of a long day. Rest of the flight was fine. I appreciate the check in.,,1244638.0
1570737,477734,True,Sat Nov 04 15:50:00 +0000 2017,@DellCares @118197 @9564 What is the purspose of customer service that doesn't try to keep the customer? That's just Sales,1570736,1570738.0
840471,AmazonHelp,False,Thu Oct 19 09:14:00 +0000 2017,"@319985 Hi, I'm sorry for the delay but I can confirm that your issue is being looked into at the moment. ^JJ",840472,840470.0
1971010,583823,True,Wed Nov 01 01:44:53 +0000 2017,"@AppleSupport this is what happens when I type the letter ""i"" in Snapchat (it also happened on Twitter)
""Well I know"" https://t.co/k6d28qGdfu",1971008,
172069,BofA_Help,False,Fri Nov 24 21:58:02 +0000 2017,"@150263 Hello, we'd like to know more about your Twitter post. Please send us additional details about your concerns. Thank you. ^cl",,172070.0
697721,MicrosoftHelps,False,Fri Oct 13 00:37:57 +0000 2017,@282571 Hello! We hope that everything is fine now. Please share us your thoughts about our support here: https://t.co/jckTX3ryu4.,,697719.0
1711556,SouthwestAir,False,Mon Nov 06 23:15:24 +0000 2017,"@453399 Hi. As the # of EarlyBird Customers vary on each flt, you're guaranteed automatic check in, not a specific boarding position/group. ^LC",1711554,1711557.0
797795,310203,True,Thu Oct 12 15:00:55 +0000 2017,"@JetBlue I explained I am traveling internationally to several locations, If my bag doesn't make it, I'll be without clothes for 10 days.",797790,797796.0
1188889,O2,False,Wed Oct 25 06:22:48 +0000 2017,"@399562 😔 We're not aware of any wider issues, please check this guide: https://t.co/lQhmoT3apu for some handy hints &amp; tips.",,1188890.0
335905,196095,True,Sat Oct 07 21:07:09 +0000 2017,@XboxSupport You want me to use the link?,335907,335904.0
2462503,704946,True,Wed Nov 15 08:13:54 +0000 2017,@nationalrailenq It's just about 28 days and still no refund on the ticket I didn't use 🤷🏼‍♀️ judging by twitter no one ever gets it back...,"2462502,2462504",
2871284,797257,True,Tue Nov 28 02:45:53 +0000 2017,@comcastcares Thanks man or ma’am. Whatever you are. Keep on rocking.,,2871283.0
603536,263400,True,Sun Dec 03 20:50:50 +0000 2017,"@DoorDash_Help your reps just tried to throw a restaurant under the bus when your app malfunctioned on two Dashers. Seriously, when are you updating the Dasher app so it stops freezing??","603535,603537",
759658,301513,True,Mon Oct 23 20:21:43 +0000 2017,"@ATVIAssist I see that you are of no help, sorry to have bothered to expect a working product key.  -.-","759662,759663",759657.0
253063,comcastcares,False,Thu Oct 05 17:30:32 +0000 2017,@176155 I'd be happy to help with your cable box issues. Please send me a DM with your phone number to get started. - SL,,253064.0
42748,125457,True,Wed Nov 01 15:49:59 +0000 2017,Loving my new cell service from @115911! #BeMagenta,42747,
193556,161506,True,Wed Oct 04 15:31:33 +0000 2017,@115858 is there a glitch in the new update my phone keeps messing up,193555,
1409944,447722,True,Mon Oct 16 16:45:37 +0000 2017,Just got home from work and found out this has been delivered! Thank you @AldiUK #Competitionprize https://t.co/Jagv15npw4,1409943,
999650,356698,True,Tue Oct 24 21:38:25 +0000 2017,Hi @AdobeCare am I able to use my iPad with creative cloud? Or do I need a different tablet?,"999649,999651",
956536,SouthwestAir,False,Wed Oct 11 12:58:08 +0000 2017,@346957 We're saddened to hear that! Please DM your confirmation number if we can follow-up. ^NA,956537,956538.0
987327,353953,True,Sat Oct 14 14:06:47 +0000 2017,@Delta I really just want to know WHY I was moved out of Delta Comfort. 19b is not really an improvement,,987326.0
1288292,442064,True,Sat Oct 28 08:17:15 +0000 2017,"@115873 Morning I would to complain about an uber driver, is this the right Twitter account",1383908,1288290.0
1632441,airtel_care,False,Tue Nov 07 18:58:56 +0000 2017,@215652 Thank you. ^LK.,,1632442.0
2325435,SouthwestAir,False,Mon Nov 13 06:56:58 +0000 2017,"@673598 Hi, Amy. I'd be happy to update! Please send over a DM with your Rapid Rewards account number and a copy of your marriage license. ^MS",,2325436.0
2596566,Uber_Support,False,Fri Nov 17 04:01:03 +0000 2017,@735188 Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.,,2596567.0
2216046,SpotifyCares,False,Fri Nov 10 05:37:59 +0000 2017,"@647489 Hi! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /RB",,2216047.0
999256,Uber_Support,False,Mon Oct 23 02:23:22 +0000 2017,@356604 Happy to help! We've been in touch via DM!,,999254.0
1788253,413349,True,Thu Oct 12 16:37:24 +0000 2017,@Delta kudos to your service dept especially Moe who was so sweet and helped me with an issue that I had. He is amazing.,1788252,
2258032,sprintcare,False,Thu Oct 19 17:58:58 +0000 2017,"@657578 I need more information to answer your question, may i have you send a private message? -CP",2258033,2258034.0
2075933,613949,True,Mon Oct 09 20:35:47 +0000 2017,@613950 It's ok I got it back but it's still annoying to deal w :/,2075932,2075934.0
2582638,731910,True,Wed Nov 08 06:55:14 +0000 2017,I legit signed on to twitter to ask ytf do I get DCed on anything other tha tdm or Do good period 😂 @ATVIAssist,2582637,
237053,AskVirginMoney,False,Thu Sep 28 16:57:21 +0000 2017,@172463 Hi! You can deposit whenever you'd like to within the calendar month so anything from the 1st to the end. Does that help?  ^LB,237054,237055.0
1628301,AirbnbHelp,False,Sun Nov 05 15:21:38 +0000 2017,"@498471 Hi Brennan, we are taking a look now. thanks!","1628302,1628303,1628304,1628300",1628305.0
1613976,idea_cares,False,Sun Nov 05 12:33:00 +0000 2017,"@495106 Please let us know convenient time to reach you as we were unable to get through on given contact number. Rgds, Heetali",1613977,1613978.0
2189002,XboxSupport,False,Thu Nov 09 18:15:09 +0000 2017,@640915 Recommend reaching out to the publisher for any more clarification on this.  2 ^JS,,2189003.0
1216923,ChipotleTweets,False,Wed Oct 25 17:30:03 +0000 2017,"@324199 No plans quite yet, but you never know what could happen down the line! -Becky",,1216924.0
2237806,652565,True,Fri Nov 10 18:14:27 +0000 2017,@Uber_Support Oh thanks. I actually just was wondering if UberEATS is going to do a monthly subscription thing like Deliveroo?,2237804,2237807.0
762176,airtel_care,False,Tue Oct 17 19:59:58 +0000 2017,"@165208 Hello @165208, apologies on your experience. We've got you covered. Thank you. ^Ojo",762182,762172.0
2385262,687469,True,Fri Oct 20 10:09:54 +0000 2017,@Uber_Support Am I missing something? There’s no reply there?,,2385261.0
1168656,Uber_Support,False,Sun Oct 15 20:12:35 +0000 2017,@394893 We're sorry for the trouble. Kindly visit this link: https://t.co/ZnVjvSV647,,1168657.0
2140730,Tesco,False,Wed Nov 08 22:25:20 +0000 2017,"@629521 Hi there, if you follow this link it will show you what we do at Tesco to reduce food waste https://t.co/wZJElAtaNv  TY - Megan",,2140731.0
607696,nationalrailenq,False,Wed Nov 22 11:35:06 +0000 2017,@264435 speak to the train operator you travel with. (2/2),,607697.0
843260,DellCares,False,Fri Oct 20 13:46:00 +0000 2017,"@320533 We regret your experience and this is not what we would want our customers to go through. Follow us and DM us your concerns, (1/2)",,843259.0
509828,237145,True,Fri Dec 01 22:19:45 +0000 2017,@AskPlayStation Thanks got it 😊,509830,509827.0
1692740,480599,True,Mon Nov 06 17:38:13 +0000 2017,"@VirginTrains been on board for 3 hours, and only just found out there is no hot food service in 1st class today because short staffed.",1692738,
793823,119261,True,Thu Oct 12 14:07:10 +0000 2017,@AmazonHelp You have no record of having received it. I can give you more details if you need them.,"793825,793826",793822.0
305365,Uber_Support,False,Fri Oct 06 22:44:26 +0000 2017,"@188909 Herer to help! Send us a note here, https://t.co/e8HVorX5rh and our team will be in touch.",,305366.0
2922699,382169,True,Wed Nov 29 01:39:21 +0000 2017,"@AppleSupport like according to apple how are we suppose to support 💻 📲  connection if not with a cable? like ideally, its a real question, we get new cool outlets but still get old cables with new phones?  how?",2922698,
2271447,VirginTrains,False,Sat Nov 11 11:36:32 +0000 2017,@660846 We'll be sure to pass this on to the maintenance team Kristina thank you for bringing this to our attention. ^BT,,2271448.0
954853,XboxSupport,False,Sat Nov 04 16:28:07 +0000 2017,@346564 Hi there! Could you DM https://t.co/nPX1yNXCi5 us your Gamertag and a screenshot of  1 ^JS,,954852.0
332924,195296,True,Sat Oct 07 03:25:02 +0000 2017,@115900 Please fix @126452 https://t.co/3Y2MReauUM,"332923,332925",
2678814,AmazonHelp,False,Tue Oct 31 14:48:40 +0000 2017,@753790 Per sapere come segnalare eventuali violazioni sulle recensioni clicca qui: https://t.co/ektwn5bvBe. A presto! ^GD,,2678815.0
1606819,145787,True,Tue Oct 17 09:48:48 +0000 2017,@GWRHelp Is there a change in journey time between Chippenham and London Paddington with the new trains?,1606817,
1374873,440034,True,Fri Nov 24 21:58:59 +0000 2017,Dear @marksandspencer .... https://t.co/9LWLhKRi8d,"1374874,1374872",
1543398,AlaskaAir,False,Tue Oct 17 02:05:04 +0000 2017,"@436371 Hi there! Unfortunately, you do. I apologize! -Jordan",,1543399.0
2135858,379052,True,Wed Nov 08 20:41:32 +0000 2017,@Uber_Support I’ve done that twice at this point.,2135857,2135859.0
2166065,635736,True,Thu Oct 19 11:09:53 +0000 2017,@115850 pathetic after sales service&amp;installation. Take 10 days to install. Prevent negative review to be posted on app. Just a website.,"2166064,2166066",
284391,183737,True,Fri Oct 06 12:51:08 +0000 2017,@115850 A book ws again delivered to me vide Awb#511345951624.I did not order it;plz confirm who ordered for me.Ur app team not responding,"284390,284392",
1456423,458035,True,Thu Nov 02 19:44:58 +0000 2017,@AmazonHelp Now I can no longer locate the item or track it through the application and it has never been delivered.,,1456422.0
600409,262394,True,Sun Dec 03 20:42:00 +0000 2017,@AppleSupport cant access my apple account. Is there a known issue causing this? My X just completely died too,600408,
879952,328908,True,Fri Oct 13 16:34:22 +0000 2017,@GWRHelp when one person puts a bike on an already crowded inadequate service then it becomes dangerous. Why not a sep van for bikes?,"879951,879953",
1299235,423259,True,Thu Oct 26 23:01:34 +0000 2017,"@116447 Lisa @ the executive customer service was very sweet, and helpful.",1299234,
950388,Delta,False,Mon Nov 20 20:37:47 +0000 2017,@345420 process peanut products. Our safety of our customers is paramount.  Please advise us of her allergy whenever she flies with us. I am truly sorry if we fell short of providing this for her recent trip.  *TJP,,950389.0
1547891,AmazonHelp,False,Sat Nov 04 08:09:01 +0000 2017,@479223 Sorry to hear this. What has happened with the order? Is there tracking available?: https://t.co/aaDyEz1VgE ^PK,1547892,1547893.0
826999,200488,True,Fri Oct 13 16:58:39 +0000 2017,@ATVIAssist @316992 Yeah mate I’ve beat the Easter egg no achivement 😩,,826998.0
588320,AskeBay,False,Sun Dec 03 15:15:54 +0000 2017,@259040 We can help here! What's going on? Feel free to DM us any details. ^S,588321,588322.0
1536841,476490,True,Sun Nov 05 11:28:31 +0000 2017,@476491 @ATVIAssist @476483 Thanks,,1536840.0
2336685,XboxSupport,False,Fri Oct 20 03:45:08 +0000 2017,@676079 Hey there. For something like this you want to work through these steps:  https://t.co/sjqdEQG7UY .  ^IS,,2336686.0
2541596,AldiUK,False,Thu Nov 16 11:50:10 +0000 2017,@722649 #KevinandKatie 🥕🥕 https://t.co/L8jeuBvEW6,2541597,2541598.0
2985792,AlaskaAir,False,Thu Nov 30 05:58:51 +0000 2017,"@457469 Thank you for your tweet. We have issued a response and are launching an investigation into the matter. More details here: 
https://t.co/RdLme74Hnw

 -Andre",,2985793.0
2777371,AmazonHelp,False,Tue Nov 21 16:29:27 +0000 2017,"@775971 In this case, can you reach out to us here via phone or chat for live troubleshooting?  https://t.co/hApLpMlfHN ^GS",,2777370.0
2072806,613081,True,Mon Oct 09 23:04:20 +0000 2017,@115955 cable totally sucks! #thingsIlearnedtoday https://t.co/Ii5BhXyhkZ,2072805,
380969,192263,True,Sun Oct 08 17:02:55 +0000 2017,@115931 I need a contact email address for somebody at ebay.  I have no working phone so giving me a contact number is useless! HELP!!,380968,
